alias	gene_id	gene_symbol	gene_desc
DDX1	475671	DDX1	DEAD-box helicase 1
CYRIA	475673	CYRIA	CYFIP related Rac1 interactor A
RAD51AP2	475674	RAD51AP2	RAD51 associated protein 2
SMC6	475675	SMC6	structural maintenance of chromosomes 6
WDR35	475677	WDR35	WD repeat domain 35
LAPTM4A	475678	LAPTM4A	lysosomal protein transmembrane 4 alpha
APOB	475680	APOB	apolipoprotein B
ATAD2B	475681	ATAD2B	ATPase family AAA domain containing 2B
SF3B6	475682	SF3B6	splicing factor 3b subunit 6
ITSN2	475683	ITSN2	intersectin 2
NCOA1	475684	NCOA1	nuclear receptor coactivator 1
PTRHD1	475685	PTRHD1	peptidyl-tRNA hydrolase domain containing 1
EFR3B	475686	EFR3B	EFR3 homolog B
DRC1	475690	DRC1	dynein regulatory complex subunit 1
FAM166C	475691	FAM166C	family with sequence similarity 166 member C
CENPA	475692	CENPA	centromere protein A
MAPRE3	475694	MAPRE3	microtubule associated protein RP/EB family member 3
AGBL5	475695	AGBL5	ATP/GTP binding protein like 5
EMILIN1	475696	EMILIN1	elastin microfibril interfacer 1
SLC5A6	475698	SLC5A6	solute carrier family 5 member 6
ATRAID	475699	ATRAID	all-trans retinoic acid induced differentiation factor
SLC30A3	475700	SLC30A3	solute carrier family 30 member 3
TRIM54	475701	TRIM54	tripartite motif containing 54
EIF2B4	475702	EIF2B4	eukaryotic translation initiation factor 2B subunit delta
PPM1G	475703	PPM1G	protein phosphatase, Mg2+/Mn2+ dependent 1G
NRBP1	475704	NRBP1	nuclear receptor binding protein 1
GCKR	475705	GCKR	glucokinase regulator
LOC475706	475706	LOC475706	coiled-coil domain-containing protein 121
LOC475707	475707	LOC475707	GPN-loop GTPase 1
LOC475708	475708	LOC475708	STAGA complex 65 subunit gamma
SLC4A1AP	475709	SLC4A1AP	solute carrier family 4 member 1 adaptor protein
RBKS	475710	RBKS	ribokinase
BABAM2	475711	BABAM2	BRISC and BRCA1 A complex member 2
WDR43	475713	WDR43	WD repeat domain 43
YPEL5	475714	YPEL5	yippee like 5
DPY30	475715	DPY30	dpy-30 histone methyltransferase complex regulatory subunit
SLC30A6	475716	SLC30A6	solute carrier family 30 member 6
YIPF4	475717	YIPF4	Yip1 domain family member 4
BIRC6	475718	BIRC6	baculoviral IAP repeat containing 6
TTC27	475719	TTC27	tetratricopeptide repeat domain 27
LTBP1	475720	LTBP1	latent transforming growth factor beta binding protein 1
FAM98A	475721	FAM98A	family with sequence similarity 98 member A
LOC475722	475722	LOC475722	nucleophosmin pseudogene
CRIM1	475723	CRIM1	cysteine rich transmembrane BMP regulator 1
NDUFAF7	475725	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7
CDC42EP3	475726	CDC42EP3	CDC42 effector protein 3
SRSF7	475730	SRSF7	serine and arginine rich splicing factor 7
GEMIN6	475732	GEMIN6	gem nuclear organelle associated protein 6
MORN2	475733	MORN2	MORN repeat containing 2
MAP4K3	475734	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3
TMEM178A	475737	TMEM178A	transmembrane protein 178A
SLC8A1	475738	SLC8A1	solute carrier family 8 member A1
COX7A2L	475739	COX7A2L	cytochrome c oxidase subunit 7A2 like
NCAPH	475741	NCAPH	non-SMC condensin I complex subunit H
SNRNP200	475742	SNRNP200	small nuclear ribonucleoprotein U5 subunit 200
CIAO1	475743	CIAO1	cytosolic iron-sulfur assembly component 1
STARD7	475744	STARD7	StAR related lipid transfer domain containing 7
MRPS5	475746	MRPS5	mitochondrial ribosomal protein S5
ANAPC1	475750	ANAPC1	anaphase promoting complex subunit 1
ZC3H6	475751	ZC3H6	zinc finger CCCH-type containing 6
CKAP2L	475753	CKAP2L	cytoskeleton associated protein 2 like
LOC475754	475754	LOC475754	Ig kappa chain V-III region MOPC 321-like
LOC475755	475755	LOC475755	ribose-5-phosphate isomerase
EIF2AK3	475756	EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3
THNSL2	475757	THNSL2	threonine synthase like 2
SMYD1	475758	SMYD1	SET and MYND domain containing 1
KRCC1	475759	KRCC1	lysine rich coiled-coil 1
RMND5A	475760	RMND5A	required for meiotic nuclear division 5 homolog A
RNF103	475761	RNF103	ring finger protein 103
CHMP3	475762	CHMP3	charged multivesicular body protein 3
KDM3A	475763	KDM3A	lysine demethylase 3A
IMMT	475764	IMMT	inner membrane mitochondrial protein
PTCD3	475765	PTCD3	pentatricopeptide repeat domain 3
POLR1A	475766	POLR1A	RNA polymerase I subunit A
USP39	475767	USP39	ubiquitin specific peptidase 39
RNF181	475768	RNF181	ring finger protein 181
GGCX	475769	GGCX	gamma-glutamyl carboxylase
MAT2A	475770	MAT2A	methionine adenosyltransferase 2A
ELMOD3	475771	ELMOD3	ELMO domain containing 3
TGOLN2	475772	TGOLN2	trans-golgi network protein 2
KCMF1	475773	KCMF1	potassium channel modulatory factor 1
DNAH6	475774	DNAH6	dynein axonemal heavy chain 6
SUCLG1	475775	SUCLG1	succinate-CoA ligase GDP/ADP-forming subunit alpha
MRPL19	475780	MRPL19	mitochondrial ribosomal protein L19
HTRA2	475782	HTRA2	HtrA serine peptidase 2
AUP1	475783	AUP1	AUP1 lipid droplet regulating VLDL assembly factor
DQX1	475784	DQX1	DEAQ-box RNA dependent ATPase 1
PCGF1	475785	PCGF1	polycomb group ring finger 1
TTC31	475786	TTC31	tetratricopeptide repeat domain 31
WBP1	475787	WBP1	WW domain binding protein 1
RTKN	475788	RTKN	rhotekin
WDR54	475789	WDR54	WD repeat domain 54
DGUOK	475791	DGUOK	deoxyguanosine kinase
ACTG2	475792	ACTG2	actin gamma 2, smooth muscle
TPRKB	475794	TPRKB	TP53RK binding protein
ALMS1	475795	ALMS1	ALMS1 centrosome and basal body associated protein
SMYD5	475798	SMYD5	SMYD family member 5
ZNF638	475799	ZNF638	zinc finger protein 638
PAIP2B	475800	PAIP2B	poly(A) binding protein interacting protein 2B
RSBN1	475802	RSBN1	round spermatid basic protein 1
HIPK1	475803	HIPK1	homeodomain interacting protein kinase 1
TRIM33	475804	TRIM33	tripartite motif containing 33
BCAS2	475805	BCAS2	BCAS2 pre-mRNA processing factor
LOC475806	475806	LOC475806	cyclin dependent kinase 2 associated protein 1 pseudogene
CSDE1	475807	CSDE1	cold shock domain containing E1
PTGFRN	475809	PTGFRN	prostaglandin F2 receptor inhibitor
CD101	475810	CD101	CD101 molecule
TRIM45	475811	TRIM45	tripartite motif containing 45
GDAP2	475812	GDAP2	ganglioside induced differentiation associated protein 2
HAO2	475814	HAO2	hydroxyacid oxidase 2
LOC475815	475815	LOC475815	D-3-phosphoglycerate dehydrogenase-like
SEC22B	475816	SEC22B	SEC22 homolog B, vesicle trafficking protein
LOC475818	475818	LOC475818	regenerating islet-derived protein 4-like
FMO5	475819	FMO5	flavin containing dimethylaniline monoxygenase 5
CHD1L	475820	CHD1L	chromodomain helicase DNA binding protein 1 like
ACP6	475822	ACP6	acid phosphatase 6, lysophosphatidic
PDZK1	475823	PDZK1	PDZ domain containing 1
ANKRD35	475825	ANKRD35	ankyrin repeat domain 35
PEX11B	475826	PEX11B	peroxisomal biogenesis factor 11 beta
RBM8A	475827	RBM8A	RNA binding motif protein 8A
ANKRD34A	475828	ANKRD34A	ankyrin repeat domain 34A
TXNIP	475829	TXNIP	thioredoxin interacting protein
HJV	475830	HJV	hemojuvelin BMP co-receptor
LOC475831	475831	LOC475831	uncharacterized LOC475831
VPS45	475833	VPS45	vacuolar protein sorting 45 homolog
ENSA	475837	ENSA	endosulfine alpha
GOLPH3L	475838	GOLPH3L	golgi phosphoprotein 3 like
ANXA9	475840	ANXA9	annexin A9
GABPB2	475841	GABPB2	GA binding protein transcription factor subunit beta 2
VPS72	475843	VPS72	vacuolar protein sorting 72 homolog
PIP5K1A	475846	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
SELENBP1	475847	SELENBP1	selenium binding protein 1
PSMB4	475848	PSMB4	proteasome 20S subunit beta 4
OAZ3	475850	OAZ3	ornithine decarboxylase antizyme 3
S100A10	475851	S100A10	S100 calcium binding protein A10
S100A11	475852	S100A11	S100 calcium binding protein A11
SLC16A1	475856	SLC16A1	solute carrier family 16 member 1
CAPZA1	475857	CAPZA1	capping actin protein of muscle Z-line subunit alpha 1
SPATA48	475861	SPATA48	spermatogenesis associated 48
YWHAZ	475864	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
BLVRA	475867	BLVRA	biliverdin reductase A
HECW1	475868	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1
MRPL32	475869	MRPL32	mitochondrial ribosomal protein L32
PSMA2	475870	PSMA2	proteasome 20S subunit alpha 2
CDK13	475874	CDK13	cyclin dependent kinase 13
RALA	475875	RALA	RAS like proto-oncogene A
VPS41	475876	VPS41	VPS41 subunit of HOPS complex
AMPH	475877	AMPH	amphiphysin
PNPLA8	475880	PNPLA8	patatin like phospholipase domain containing 8
NRCAM	475881	NRCAM	neuronal cell adhesion molecule
LAMB1	475882	LAMB1	laminin subunit beta 1
BCAP29	475884	BCAP29	B cell receptor associated protein 29
HBP1	475886	HBP1	HMG-box transcription factor 1
PRKAR2B	475887	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta
SYPL1	475889	SYPL1	synaptophysin like 1
CDHR3	475891	CDHR3	cadherin related family member 3
ATXN7L1	475892	ATXN7L1	ataxin 7 like 1
RINT1	475893	RINT1	RAD50 interactor 1
SRPK2	475894	SRPK2	SRSF protein kinase 2
KMT2E	475895	KMT2E	lysine methyltransferase 2E (inactive)
PSMC2	475896	PSMC2	proteasome 26S subunit, ATPase 2
PMPCB	475897	PMPCB	peptidase, mitochondrial processing subunit beta
LOC475898	475898	LOC475898	uncharacterized LOC475898
ARMC10	475899	ARMC10	armadillo repeat containing 10
FAM185A	475901	FAM185A	family with sequence similarity 185 member A
FGL2	475902	FGL2	fibrinogen like 2
GSAP	475903	GSAP	gamma-secretase activating protein
MAGI2	475904	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2
FAM104A	475906	FAM104A	family with sequence similarity 104 member A
CDC42EP4	475907	CDC42EP4	CDC42 effector protein 4
FDXR	475910	FDXR	ferredoxin reductase
MRPL58	475911	MRPL58	mitochondrial ribosomal protein L58
NUP85	475913	NUP85	nucleoporin 85
H3-3B	475916	H3-3B	H3.3 histone B
FOXJ1	475917	FOXJ1	forkhead box J1
QRICH2	475918	QRICH2	glutamine rich 2
PGS1	475920	PGS1	phosphatidylglycerophosphate synthase 1
DNAH17	475921	DNAH17	dynein axonemal heavy chain 17
EIF4A3	475922	EIF4A3	eukaryotic translation initiation factor 4A3
ACTG1	475923	ACTG1	actin gamma 1
ARHGDIA	475924	ARHGDIA	Rho GDP dissociation inhibitor alpha
ASPSCR1	475925	ASPSCR1	ASPSCR1 tether for SLC2A4, UBX domain containing
DCXR	475926	DCXR	dicarbonyl and L-xylulose reductase
DUS1L	475927	DUS1L	dihydrouridine synthase 1 like
CSNK1D	475928	CSNK1D	casein kinase 1 delta
SEMA3D	475929	SEMA3D	semaphorin 3D
SEMA3C	475930	SEMA3C	semaphorin 3C
CD36	475931	CD36	CD36 molecule
RIC8A	475932	RIC8A	RIC8 guanine nucleotide exchange factor A
SIRT3	475933	SIRT3	sirtuin 3
PSMD13	475934	PSMD13	proteasome 26S subunit, non-ATPase 13
LOC475935	475935	LOC475935	interferon-induced transmembrane protein 1-like
LOC475936	475936	LOC475936	interferon-induced transmembrane protein 1-like
LOC475937	475937	LOC475937	transaldolase
ALKBH3	475938	ALKBH3	alkB homolog 3, alpha-ketoglutarate dependent dioxygenase
HSD17B12	475939	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12
TTC17	475940	TTC17	tetratricopeptide repeat domain 17
IFTAP	475941	IFTAP	intraflagellar transport associated protein
PDHX	475942	PDHX	pyruvate dehydrogenase complex component X
APIP	475943	APIP	APAF1 interacting protein
FBXO3	475944	FBXO3	F-box protein 3
CD59	475945	CD59	CD59 molecule
HIPK3	475947	HIPK3	homeodomain interacting protein kinase 3
CSTF3	475948	CSTF3	cleavage stimulation factor subunit 3
EIF3M	475950	EIF3M	eukaryotic translation initiation factor 3 subunit M
RCN1	475952	RCN1	reticulocalbin 1
IMMP1L	475954	IMMP1L	inner mitochondrial membrane peptidase subunit 1
LOC475957	475957	LOC475957	uncharacterized LOC475957
ARL14EP	475958	ARL14EP	ADP ribosylation factor like GTPase 14 effector protein
MPEG1	475960	MPEG1	macrophage expressed 1
LOC475961	475961	LOC475961	microtubule associated protein RP/EB family member 1 pseudogene
ZFP91	475962	ZFP91	ZFP91 zinc finger protein, atypical E3 ubiquitin ligase
TMX2	475964	TMX2	thioredoxin related transmembrane protein 2
SERPING1	475966	SERPING1	serpin family G member 1
UBE2L6	475967	UBE2L6	ubiquitin conjugating enzyme E2 L6
TIMM10	475968	TIMM10	translocase of inner mitochondrial membrane 10
SSRP1	475970	SSRP1	structure specific recognition protein 1
LOC475972	475972	LOC475972	THUMP domain containing 3 pseudogene
OR8J2B	475975	OR8J2B	olfactory receptor family 8 subfamily J member 2B
MTCH2	475977	MTCH2	mitochondrial carrier 2
NDUFS3	475978	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3
CELF1	475979	CELF1	CUGBP Elav-like family member 1
PSMC3	475980	PSMC3	proteasome 26S subunit, ATPase 3
SLC39A13	475981	SLC39A13	solute carrier family 39 member 13
MADD	475982	MADD	MAP kinase activating death domain
ACP2	475983	ACP2	acid phosphatase 2, lysosomal
PACSIN3	475984	PACSIN3	protein kinase C and casein kinase substrate in neurons 3
C18H11orf49	475985	C18H11orf49	chromosome 18 C11orf49 homolog
CKAP5	475986	CKAP5	cytoskeleton associated protein 5
EXT2	475989	EXT2	exostosin glycosyltransferase 2
RPLP2	475991	RPLP2	ribosomal protein lateral stalk subunit P2
CD151	475992	CD151	CD151 molecule
CHID1	475993	CHID1	chitinase domain containing 1
AP2A2	475994	AP2A2	adaptor related protein complex 2 subunit alpha 2
TNNI2	475995	TNNI2	troponin I2, fast skeletal type
TNNT3	475996	TNNT3	troponin T3, fast skeletal type
SLC22A18	475997	SLC22A18	solute carrier family 22 member 18
CARS1	475998	CARS1	cysteinyl-tRNA synthetase 1
PPFIA1	475999	PPFIA1	PTPRF interacting protein alpha 1
MRPL21	476000	MRPL21	mitochondrial ribosomal protein L21
CHKA	476002	CHKA	choline kinase alpha
ALDH3B1	476003	ALDH3B1	aldehyde dehydrogenase 3 family member B1
NDUFV1	476004	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1
GSTP1	476005	GSTP1	glutathione S-transferase pi 1
LOC476006	476006	LOC476006	glutathione S-transferase P-like
CORO1B	476007	CORO1B	coronin 1B
RBM4B	476008	RBM4B	RNA binding motif protein 4B
CTSF	476010	CTSF	cathepsin F
DPP3	476011	DPP3	dipeptidyl peptidase 3
MRPL11	476012	MRPL11	mitochondrial ribosomal protein L11
B4GAT1	476013	B4GAT1	beta-1,4-glucuronyltransferase 1
YIF1A	476014	YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein
SF3B2	476015	SF3B2	splicing factor 3b subunit 2
CATSPER1	476016	CATSPER1	cation channel sperm associated 1
EIF1AD	476017	EIF1AD	eukaryotic translation initiation factor 1A domain containing
DRAP1	476018	DRAP1	DR1 associated protein 1
FIBP	476019	FIBP	FGF1 intracellular binding protein
EFEMP2	476020	EFEMP2	EGF containing fibulin extracellular matrix protein 2
MUS81	476021	MUS81	MUS81 structure-specific endonuclease subunit
CFL1	476022	CFL1	cofilin 1
AP5B1	476023	AP5B1	adaptor related protein complex 5 subunit beta 1
ZNRD2	476024	ZNRD2	zinc ribbon domain containing 2
POLA2	476025	POLA2	DNA polymerase alpha 2, accessory subunit
SPDYC	476026	SPDYC	speedy/RINGO cell cycle regulator family member C
TM7SF2	476027	TM7SF2	transmembrane 7 superfamily member 2
VPS51	476028	VPS51	VPS51 subunit of GARP complex
SF1	476031	SF1	splicing factor 1
PRDX5	476032	PRDX5	peroxiredoxin 5
TRMT112	476033	TRMT112	tRNA methyltransferase subunit 11-2
PLCB3	476034	PLCB3	phospholipase C beta 3
PPP1R14B	476035	PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B
VEGFB	476036	VEGFB	vascular endothelial growth factor B
NUDT22	476037	NUDT22	nudix hydrolase 22
LOC476039	476039	LOC476039	OTU domain, ubiquitin aldehyde binding 1 pseudogene
COX8A	476040	COX8A	cytochrome c oxidase subunit VIIIA (ubiquitous)
NAA40	476041	NAA40	N-alpha-acetyltransferase 40, NatD catalytic subunit
RTN3	476043	RTN3	reticulon 3
ATL3	476044	ATL3	atlastin GTPase 3
PLAAT3	476045	PLAAT3	phospholipase A and acyltransferase 3
PLAAT5	476046	PLAAT5	phospholipase A and acyltransferase 5
LOC476047	476047	LOC476047	solute carrier family 22 member 9
SLC22A10	476048	SLC22A10	solute carrier family 22 member 10
SLC22A8	476049	SLC22A8	solute carrier family 22 member 8
SLC22A6	476050	SLC22A6	solute carrier family 22 member 6
TAF6L	476051	TAF6L	TATA-box binding protein associated factor 6 like
POLR2G	476052	POLR2G	RNA polymerase II subunit G
HNRNPUL2	476053	HNRNPUL2	heterogeneous nuclear ribonucleoprotein U like 2
BSCL2	476054	BSCL2	BSCL2 lipid droplet biogenesis associated, seipin
UBXN1	476055	UBXN1	UBX domain protein 1
C18H11orf98	476056	C18H11orf98	chromosome 18 C11orf98 homolog
MTA2	476057	MTA2	metastasis associated 1 family member 2
TUT1	476058	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific
AHNAK	476059	AHNAK	AHNAK nucleoprotein
SCGB1A1	476060	SCGB1A1	secretoglobin family 1A member 1
FADS3	476062	FADS3	fatty acid desaturase 3
FEN1	476063	FEN1	flap structure-specific endonuclease 1
TMEM258	476064	TMEM258	transmembrane protein 258
SDHAF2	476065	SDHAF2	succinate dehydrogenase complex assembly factor 2
CPSF7	476066	CPSF7	cleavage and polyadenylation specific factor 7
DDB1	476067	DDB1	damage specific DNA binding protein 1
MAD2L1	476070	MAD2L1	mitotic arrest deficient 2 like 1
USP38	476071	USP38	ubiquitin specific peptidase 38
INPP4B	476072	INPP4B	inositol polyphosphate-4-phosphatase type II B
ZNF330	476073	ZNF330	zinc finger protein 330
ELMOD2	476075	ELMOD2	ELMO domain containing 2
CLGN	476076	CLGN	calmegin
MGST2	476078	MGST2	microsomal glutathione S-transferase 2
SETD7	476079	SETD7	SET domain containing 7, histone lysine methyltransferase
ELF2	476080	ELF2	E74 like ETS transcription factor 2
LOC476081	476081	LOC476081	microtubule-associated protein RP/EB family member 1-like
LOC476082	476082	LOC476082	heat shock cognate 71 kDa protein pseudogene
LOC476083	476083	LOC476083	elongation factor 1-alpha 1 pseudogene
PGRMC2	476084	PGRMC2	progesterone receptor membrane component 2
LARP1B	476085	LARP1B	La ribonucleoprotein 1B
MFSD8	476086	MFSD8	major facilitator superfamily domain containing 8
PLK4	476087	PLK4	polo like kinase 4
HSPA4L	476089	HSPA4L	heat shock protein family A (Hsp70) member 4 like
BBS7	476092	BBS7	Bardet-Biedl syndrome 7
EXOSC9	476093	EXOSC9	exosome component 9
ANXA5	476094	ANXA5	annexin A5
LOC476100	476100	LOC476100	thymidylate synthetase pseudogene
UGGT1	476101	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1
SAP130	476102	SAP130	Sin3A associated protein 130
IWS1	476103	IWS1	interacts with SUPT6H, CTD assembly factor 1
PROC	476104	PROC	protein C, inactivator of coagulation factors Va and VIIIa
ERCC3	476105	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit
LOC476107	476107	LOC476107	quinone oxidoreductase pseudogene
MKI67IP	476111	MKI67IP	MKI67 (FHA domain) interacting nucleolar phosphoprotein
TMEM185B	476112	TMEM185B	transmembrane protein 185B
CFAP221	476113	CFAP221	cilia and flagella associated protein 221
DBI	476115	DBI	diazepam binding inhibitor, acyl-CoA binding protein
C19H2orf76	476116	C19H2orf76	chromosome 19 C2orf76 homolog
MARCO	476117	MARCO	macrophage receptor with collagenous structure
LOC476118	476118	LOC476118	bax inhibitor 1 pseudogene
CCDC93	476119	CCDC93	coiled-coil domain containing 93
DDX18	476120	DDX18	DEAD-box helicase 18
DPP10	476121	DPP10	dipeptidyl peptidase like 10
SLC35F5	476123	SLC35F5	solute carrier family 35 member F5
ACMSD	476125	ACMSD	aminocarboxymuconate semialdehyde decarboxylase
CCNT2	476126	CCNT2	cyclin T2
RAB3GAP1	476127	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
ZRANB3	476128	ZRANB3	zinc finger RANBP2-type containing 3
R3HDM1	476129	R3HDM1	R3H domain containing 1
UBXN4	476130	UBXN4	UBX domain protein 4
MCM6	476131	MCM6	minichromosome maintenance complex component 6
DARS1	476132	DARS1	aspartyl-tRNA synthetase 1
HNMT	476133	HNMT	histamine N-methyltransferase
SPOPL	476134	SPOPL	speckle type BTB/POZ protein like
LRP1B	476136	LRP1B	LDL receptor related protein 1B
ARHGAP15	476138	ARHGAP15	Rho GTPase activating protein 15
ACVR2A	476140	ACVR2A	activin A receptor type 2A
ORC4	476141	ORC4	origin recognition complex subunit 4
EPC2	476143	EPC2	enhancer of polycomb homolog 2
KIF5C	476144	KIF5C	kinesin family member 5C
MMADHC	476145	MMADHC	metabolism of cobalamin associated D
NMI	476146	NMI	N-myc and STAT interactor
TNFAIP6	476147	TNFAIP6	TNF alpha induced protein 6
NEB	476149	NEB	nebulin
STAM2	476150	STAM2	signal transducing adaptor molecule 2
LOC476151	476151	LOC476151	formin-like protein 2
